"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id","orig_file"
"SEC 35 MIDDLE",3.512849,3.438568,3.367939,3.29881,3.236451,3.19,3.146096,3.094716,3.047277,3.012647,2.993132,2.990049,2.997562,2.993584,2.965724,2.930763,2.916911,2.949146,3.032191,3.137437,3.198698,3.202697,3.177289,3.136378,3.085554,3.031967,2.981997,2.933886,2.885938,2.841305,2.803108,2.773194,2.752909,2.744494,2.756222,2.815253,2.949625,3.136663,12.539,9.0035,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:43:19",10000,35.7,"GPGGA",234234,46.0450960666667,"N",-109.199965333333,"W",32356,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.509491,3.437511,3.370579,3.306744,3.246587,3.2018,3.159846,3.111279,3.06619,3.033585,3.016011,3.016639,3.026696,3.025367,2.999734,2.967949,2.957643,2.994414,3.082278,3.189744,3.253065,3.257104,3.230278,3.187959,3.134869,3.079612,3.028262,2.97953,2.93078,2.886184,2.848014,2.817722,2.798299,2.791435,2.8031,2.864546,3.00399,3.196409,12.124,9.4336,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:43:52",10000,35.4,"GPGGA",234312,46.0450977,"N",-109.200459016667,"W",32357,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.319715,3.256498,3.196008,3.136181,3.083641,3.047997,3.011977,2.965472,2.922416,2.890684,2.872498,2.869337,2.875076,2.871435,2.847996,2.821433,2.816348,2.854546,2.932107,3.019678,3.069561,3.069687,3.045426,3.007167,2.960291,2.910274,2.863533,2.819162,2.775516,2.734993,2.702157,2.67773,2.663136,2.658885,2.672847,2.733435,2.867139,3.048483,13.849,11.944,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:44:16",10000,35.4,"GPGGA",234344,46.0450986833333,"N",-109.200871616667,"W",32358,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.585611,3.513313,3.444835,3.378067,3.317155,3.271211,3.226807,3.174876,3.127385,3.09228,3.072205,3.069952,3.078355,3.074023,3.045273,3.010345,2.998188,3.032257,3.117491,3.223737,3.285881,3.289399,3.264018,3.22226,3.170444,3.115286,3.063204,3.013928,2.964463,2.917916,2.879272,2.84883,2.82905,2.821272,2.834163,2.895947,3.038112,3.23085,13.129,9.3588,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:44:49",10000,35.5,"GPGGA",234408,46.0450989166667,"N",-109.201168733333,"W",32359,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.457899,3.391766,3.327387,3.263304,3.208513,3.171126,3.131801,3.080993,3.033065,2.99866,2.978685,2.975923,2.980072,2.973588,2.946128,2.912205,2.898966,2.92921,3.006971,3.101395,3.155795,3.159559,3.136618,3.098891,3.05226,3.002777,2.955188,2.909926,2.863604,2.820617,2.784229,2.755636,2.737656,2.73034,2.741498,2.800159,2.932176,3.110965,13.463,8.8169,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:45:17",10000,34.9,"GPGGA",234441,46.0450998333333,"N",-109.20155735,"W",32360,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.436835,3.371322,3.308492,3.247228,3.195429,3.156956,3.115026,3.066937,3.021703,2.991152,2.975764,2.977311,2.985797,2.985184,2.96008,2.926606,2.916522,2.954683,3.040714,3.144157,3.205326,3.20774,3.18236,3.141613,3.092869,3.041407,2.99267,2.945929,2.900551,2.856504,2.819167,2.790236,2.772353,2.764224,2.777281,2.838449,2.976432,3.163978,12.593,9.7606,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:45:53",10000,35,"GPGGA",234510,46.0451003333333,"N",-109.201899816667,"W",32361,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.663832,3.591118,3.524718,3.458709,3.397024,3.349637,3.306369,3.255059,3.207533,3.174275,3.156616,3.157495,3.168959,3.168426,3.140883,3.104864,3.092052,3.129659,3.222866,3.337856,3.407029,3.413943,3.387059,3.343191,3.289532,3.233253,3.179523,3.128529,3.078469,3.030396,2.989739,2.95683,2.936283,2.926082,2.938181,3.001269,3.146076,3.34389,11.041,9.4224,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:46:35",10000,34.9,"GPGGA",234545,46.0451017833333,"N",-109.202396733333,"W",32362,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.513814,3.445112,3.380388,3.317151,3.262455,3.220098,3.178365,3.128958,3.086339,3.055658,3.040936,3.045309,3.060817,3.062948,3.037539,3.003371,2.992371,3.031005,3.126616,3.24412,3.315196,3.322055,3.29765,3.25455,3.2011,3.145347,3.09361,3.044106,2.994263,2.94783,2.908189,2.876372,2.854879,2.846313,2.859078,2.921795,3.066155,3.263919,11.51,9.4103,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:46:52",10000,35.1,"GPGGA",234627,46.0452078333333,"N",-109.201963433333,"W",32363,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.401475,3.335896,3.274284,3.212644,3.15726,3.116944,3.077106,3.027974,2.982584,2.949895,2.930271,2.926894,2.932352,2.926289,2.898913,2.865158,2.853639,2.882616,2.956279,3.048151,3.103419,3.107492,3.086322,3.050541,3.004551,2.954957,2.908297,2.862629,2.817391,2.775346,2.739507,2.711677,2.694468,2.687981,2.699622,2.758707,2.890162,3.068487,14.635,9.611,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:47:10",10000,35.5,"GPGGA",234644,46.0452067,"N",-109.2017458,"W",32364,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.390582,3.328098,3.269705,3.21249,3.159154,3.117896,3.078517,3.033321,2.99004,2.958287,2.94072,2.938187,2.943904,2.939624,2.913748,2.88119,2.868604,2.900252,2.976372,3.067176,3.119346,3.123075,3.099626,3.062298,3.01587,2.966869,2.919597,2.875179,2.830969,2.789064,2.753807,2.727155,2.710098,2.703629,2.715264,2.773782,2.903476,3.079705,11.875,9.904,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:47:28",10000,35.3,"GPGGA",234702,46.0452067166667,"N",-109.201513866667,"W",32365,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.292508,3.232157,3.172176,3.114732,3.063503,3.022821,2.982616,2.937844,2.896276,2.863689,2.844445,2.841578,2.846088,2.839288,2.813044,2.781734,2.769595,2.797736,2.86992,2.95513,3.005491,3.008772,2.988381,2.954539,2.911043,2.86421,2.819685,2.775846,2.733533,2.6932,2.659434,2.63319,2.617389,2.610803,2.622422,2.678951,2.804807,2.974352,15.017,9.2112,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:47:46",10000,35.4,"GPGGA",234720,46.0452062833333,"N",-109.201280316667,"W",32366,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.533823,3.463857,3.397495,3.331736,3.271564,3.227702,3.184227,3.133099,3.086651,3.052876,3.033335,3.03184,3.039981,3.035743,3.007424,2.972394,2.959389,2.992772,3.075539,3.178682,3.239779,3.244772,3.22006,3.180249,3.130088,3.076826,3.026076,2.977984,2.930542,2.884748,2.847126,2.817023,2.798097,2.79029,2.801435,2.862155,2.999773,3.187186,12.602,9.3625,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:48:05",10000,35.5,"GPGGA",234738,46.0452055333333,"N",-109.201047466667,"W",32367,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.326347,3.260252,3.198154,3.138482,3.086351,3.04802,3.008046,2.95993,2.916794,2.885819,2.87004,2.869844,2.878944,2.876566,2.852092,2.820508,2.810009,2.844466,2.928001,3.027834,3.085959,3.089168,3.065087,3.026002,2.977651,2.92775,2.880581,2.83553,2.79033,2.749161,2.713779,2.685959,2.667512,2.660771,2.672723,2.731372,2.863569,3.045066,12.314,9.3694,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:48:26",10000,35.9,"GPGGA",234757,46.0452052666667,"N",-109.200803416667,"W",32368,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.285965,3.22551,3.166735,3.107246,3.059366,3.026129,2.989612,2.943232,2.901894,2.873493,2.859894,2.861775,2.874442,2.874279,2.851278,2.821207,2.812717,2.84866,2.933805,3.034738,3.093596,3.097644,3.073732,3.035331,2.989139,2.93938,2.893991,2.850009,2.80614,2.764992,2.729776,2.702746,2.685292,2.678279,2.690787,2.750173,2.882821,3.063962,12.204,9.6204,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:48:49",10000,35.7,"GPGGA",234818,46.0452044666667,"N",-109.20053115,"W",32369,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.436935,3.36465,3.297226,3.231228,3.171566,3.127468,3.086037,3.036512,2.991209,2.958942,2.941833,2.942154,2.953093,2.951807,2.92681,2.892703,2.881226,2.917131,3.005889,3.114859,3.180129,3.185183,3.158762,3.116422,3.064508,3.010067,2.959335,2.911255,2.863965,2.819521,2.78116,2.750541,2.731308,2.723241,2.735377,2.795931,2.935005,3.126214,11.15,9.2093,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:49:19",10000,36.1,"GPGGA",234841,46.0452038333333,"N",-109.200228366667,"W",32370,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.470047,3.403203,3.339565,3.278391,3.223011,3.178065,3.1331,3.083732,3.039868,3.008444,2.991111,2.990897,3.000928,2.998797,2.972321,2.938142,2.924447,2.956542,3.039668,3.144054,3.205077,3.20922,3.184523,3.14454,3.095944,3.044648,2.997092,2.951687,2.905344,2.861818,2.824283,2.793983,2.77363,2.764627,2.775399,2.832596,2.963641,3.142231,11.695,8.7766,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:49:42",10000,36,"GPGGA",234911,46.0452026833333,"N",-109.19982675,"W",32371,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.574245,3.498863,3.428008,3.358144,3.294108,3.245975,3.199867,3.146627,3.097872,3.062073,3.041661,3.039325,3.047508,3.043002,3.014253,2.978194,2.963753,2.99676,3.084805,3.193226,3.25721,3.261739,3.236062,3.19344,3.141078,3.085474,3.033456,2.983705,2.933763,2.886823,2.847355,2.816375,2.795602,2.787101,2.799708,2.861652,3.002359,3.19802,12.788,8.8131,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:50:08",10000,35.5,"GPGGA",234934,46.0452019833333,"N",-109.199498716667,"W",32372,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.582931,3.505955,3.431345,3.359904,3.2946,3.244986,3.196041,3.141381,3.092216,3.055451,3.033939,3.032347,3.041276,3.037313,3.007115,2.969778,2.954357,2.987724,3.077485,3.190014,3.25737,3.262385,3.235668,3.192832,3.139027,3.08227,3.029356,2.979084,2.928241,2.880383,2.83932,2.807641,2.786274,2.776908,2.788882,2.851381,2.994921,3.190027,12.981,8.4808,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:50:36",10000,35.8,"GPGGA",235000,46.0452013166667,"N",-109.199135066667,"W",32373,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.503688,3.432156,3.364001,3.297024,3.238943,3.196881,3.153475,3.101133,3.054381,3.018747,2.999052,2.997588,3.004404,2.999424,2.972476,2.937212,2.924921,2.958989,3.043401,3.144927,3.204507,3.208034,3.182927,3.144533,3.093714,3.041944,2.991846,2.943995,2.89619,2.852137,2.813876,2.784251,2.764607,2.757501,2.76985,2.830998,2.969028,3.157243,14.016,9.176,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:51:00",10000,35.4,"GPGGA",235028,46.0452005,"N",-109.198743466667,"W",32374,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.446622,3.375378,3.309054,3.245592,3.185633,3.141519,3.099281,3.050963,3.00629,2.973157,2.956363,2.955928,2.966992,2.964726,2.93971,2.906937,2.895221,2.930453,3.018938,3.128236,3.192041,3.197165,3.171418,3.129133,3.076635,3.021379,2.970234,2.922434,2.873768,2.829321,2.791389,2.761029,2.741502,2.733092,2.7452,2.806,2.944965,3.138066,11.7,8.9502,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:51:21",10000,35.3,"GPGGA",235052,46.0451997833333,"N",-109.1984061,"W",32375,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.521227,3.447061,3.377927,3.310081,3.249158,3.204319,3.16287,3.111208,3.064503,3.02993,3.01341,3.014183,3.024804,3.024004,2.997364,2.961236,2.947612,2.9828,3.073661,3.186197,3.254437,3.260878,3.234623,3.191631,3.139077,3.084815,3.033334,2.983849,2.934555,2.889163,2.848961,2.817137,2.796783,2.787913,2.798985,2.860157,3.000235,3.194405,10.666,8.2236,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:51:43",10000,35.2,"GPGGA",235113,46.0451987833333,"N",-109.198112866667,"W",32376,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.399353,3.33141,3.266946,3.204064,3.148528,3.110692,3.070944,3.021701,2.976824,2.947881,2.932523,2.934506,2.946933,2.94679,2.921254,2.887674,2.87718,2.913815,3.002758,3.111849,3.176141,3.181904,3.156395,3.116241,3.066266,3.013894,2.9646,2.917486,2.870751,2.826262,2.788804,2.759391,2.740824,2.73298,2.745696,2.807276,2.945617,3.136873,12.1,9.5634,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:52:04",10000,34.9,"GPGGA",235135,46.0451982166667,"N",-109.1978055,"W",32377,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.43239,3.361704,3.295921,3.231636,3.172022,3.12744,3.084921,3.035925,2.991368,2.958707,2.941143,2.942323,2.953023,2.952106,2.9266,2.893296,2.880873,2.917441,3.006691,3.116611,3.182369,3.187609,3.161597,3.119309,3.066838,3.0118,2.961043,2.912447,2.864542,2.819418,2.781401,2.751153,2.731723,2.72374,2.736278,2.797795,2.937312,3.129647,11.892,9.1433,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:52:28",10000,34.9,"GPGGA",235156,46.0451977166667,"N",-109.197511616667,"W",32378,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.190584,3.131341,3.074218,3.018629,2.972137,2.942515,2.910538,2.868328,2.830195,2.802944,2.791315,2.795453,2.808436,2.81019,2.791879,2.769397,2.770196,2.816291,2.904651,3.003016,3.05732,3.058529,3.032207,2.991621,2.942389,2.891843,2.844655,2.800658,2.757202,2.717414,2.684852,2.660689,2.646668,2.643168,2.659306,2.722529,2.862322,3.052503,11.495,11.515,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:52:48",10000,35,"GPGGA",235220,46.0451969,"N",-109.1971755,"W",32379,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.193556,3.132743,3.073264,3.015687,2.969216,2.938056,2.901988,2.856116,2.815335,2.786958,2.772462,2.77523,2.786877,2.786625,2.763698,2.735534,2.72789,2.762839,2.846238,2.94431,3.000982,3.004696,2.982342,2.945674,2.899859,2.851861,2.807359,2.765014,2.722328,2.681475,2.647617,2.622046,2.605698,2.599131,2.612169,2.671305,2.801096,2.980908,13.178,9.56,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:53:10",10000,34.9,"GPGGA",235241,46.0451960333333,"N",-109.19688055,"W",32380,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.157869,3.097798,3.041315,2.985945,2.937675,2.905018,2.871889,2.82929,2.79021,2.762314,2.747891,2.748735,2.757709,2.75724,2.740659,2.723027,2.72874,2.778887,2.863121,2.949966,2.995648,2.993195,2.964702,2.923293,2.873698,2.822191,2.77514,2.731143,2.688904,2.651016,2.621736,2.601038,2.591014,2.590978,2.60972,2.675045,2.816938,3.007959,12.027,13.752,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:53:31",10000,35.3,"GPGGA",235302,46.0451950833333,"N",-109.19658885,"W",32381,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.356222,3.287616,3.223471,3.160905,3.10539,3.0646,3.023118,2.974531,2.931463,2.901383,2.886243,2.888873,2.901801,2.90238,2.87727,2.844566,2.833606,2.869392,2.958759,3.067631,3.133376,3.13975,3.115655,3.075852,3.026273,2.974064,2.925528,2.87854,2.831738,2.788033,2.750098,2.720645,2.701975,2.69551,2.707369,2.768416,2.905918,3.094895,12.566,9.1263,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:53:53",10000,35.3,"GPGGA",235323,46.04519495,"N",-109.196294433333,"W",32382,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.41969,3.346054,3.276763,3.210472,3.149218,3.103087,3.059257,3.008543,2.962288,2.929192,2.913075,2.914217,2.925994,2.924959,2.898162,2.86357,2.851498,2.888052,2.979331,3.090847,3.157989,3.163774,3.13886,3.097434,3.046629,2.992009,2.940961,2.892289,2.843845,2.797832,2.7587,2.728236,2.70924,2.701224,2.714453,2.778667,2.922065,3.117014,12.899,8.8279,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:54:44",10000,35.3,"GPGGA",235345,46.0451939333333,"N",-109.1959895,"W",32383,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.382128,3.322788,3.265242,3.212013,3.165473,3.123552,3.077659,3.028197,2.98567,2.954487,2.937988,2.938947,2.949953,2.948694,2.922809,2.889025,2.875545,2.908057,2.993445,3.098818,3.159061,3.165978,3.144324,3.106799,3.059743,3.009941,2.963618,2.917872,2.872079,2.82849,2.79032,2.759853,2.73979,2.731537,2.743172,2.803246,2.938537,3.118489,12.815,9.0227,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:55:12",10000,35.5,"GPGGA",235436,46.0451928166667,"N",-109.195273666667,"W",32384,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.510543,3.434387,3.362061,3.291801,3.231655,3.186074,3.139924,3.085582,3.036716,3.001576,2.982248,2.98104,2.99029,2.987108,2.957882,2.921537,2.906268,2.93969,3.027815,3.138106,3.203352,3.20828,3.183523,3.142185,3.090949,3.037063,2.986882,2.938927,2.890205,2.843648,2.80485,2.773426,2.75287,2.743975,2.756657,2.81832,2.957692,3.148375,12.725,8.6632,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:55:38",10000,35.6,"GPGGA",235504,46.0451913833333,"N",-109.194856466667,"W",32385,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.412704,3.34359,3.276753,3.212684,3.157612,3.11576,3.07203,3.021396,2.977355,2.946616,2.930444,2.933064,2.945015,2.945169,2.917831,2.882842,2.870084,2.905955,2.995053,3.105657,3.171745,3.179187,3.154448,3.115007,3.064861,3.012529,2.962073,2.914943,2.866957,2.821249,2.78276,2.752354,2.732672,2.724616,2.736687,2.799963,2.93985,3.133523,11.903,9.1544,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:55:59",10000,35.7,"GPGGA",235530,46.0451904666667,"N",-109.194465816667,"W",32386,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.417497,3.347225,3.281806,3.218761,3.162753,3.120026,3.078187,3.029708,2.98546,2.953757,2.936826,2.937893,2.948656,2.945664,2.919151,2.884461,2.872152,2.907285,2.994423,3.102697,3.166986,3.172408,3.148243,3.10827,3.058227,3.00378,2.953339,2.904762,2.856092,2.81078,2.771926,2.741755,2.722193,2.714966,2.727166,2.789575,2.930274,3.122335,14.158,8.8287,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:56:53",10000,35.8,"GPGGA",235551,46.0451898333333,"N",-109.194153433333,"W",32387,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.447752,3.373383,3.302011,3.235941,3.176134,3.129139,3.08198,3.030188,2.984638,2.951197,2.933784,2.935473,2.947579,2.946905,2.919318,2.88349,2.870723,2.905161,2.995556,3.110177,3.177788,3.183595,3.158257,3.116934,3.065252,3.010521,2.960216,2.912095,2.863369,2.816973,2.778164,2.746884,2.726047,2.717021,2.729337,2.791054,2.931169,3.123284,11.954,8.3263,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:57:35",10000,36.2,"GPGGA",235645,46.0453005833333,"N",-109.194595716667,"W",32388,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.458448,3.382342,3.311926,3.24389,3.182053,3.132658,3.085517,3.033494,2.986928,2.952948,2.934667,2.93517,2.946057,2.944624,2.916587,2.880242,2.866313,2.900788,2.990376,3.103056,3.171174,3.177721,3.152667,3.111693,3.060015,3.004467,2.95264,2.903909,2.854423,2.807771,2.768272,2.73694,2.7169,2.707706,2.719932,2.782365,2.923221,3.115744,12.842,8.7584,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:58:18",10000,35.9,"GPGGA",235727,46.04530205,"N",-109.195194383333,"W",32389,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.517914,3.441474,3.369841,3.300746,3.238748,3.192241,3.146943,3.094466,3.046755,3.013537,2.997015,2.999415,3.01346,3.013296,2.986126,2.949924,2.936837,2.973931,3.068646,3.187312,3.25857,3.26586,3.240395,3.19732,3.143737,3.087139,3.033538,2.983214,2.932186,2.884376,2.843784,2.811657,2.790531,2.781652,2.79434,2.858819,3.005457,3.205997,11.963,8.6223,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:58:52",10000,35.8,"GPGGA",235810,46.0453033833333,"N",-109.195813483333,"W",32390,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.222027,3.159922,3.101247,3.044229,2.992516,2.956604,2.921857,2.878302,2.838502,2.80914,2.794253,2.794909,2.80491,2.804291,2.783923,2.758895,2.755758,2.797665,2.880663,2.974274,3.027505,3.029121,3.002665,2.96289,2.914163,2.863712,2.816324,2.771224,2.727779,2.688099,2.655027,2.63048,2.616385,2.612118,2.626267,2.686818,2.821231,3.00469,11.732,11.406,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:59:22",10000,35.7,"GPGGA",235844,46.04530435,"N",-109.196295616667,"W",32391,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.266012,3.20366,3.145697,3.088168,3.036109,2.999807,2.962576,2.918216,2.877681,2.850091,2.834151,2.834408,2.843816,2.843289,2.821432,2.79594,2.791509,2.831575,2.912934,3.007141,3.061169,3.063134,3.037185,2.997441,2.949206,2.897731,2.849889,2.805532,2.761405,2.720428,2.687565,2.662172,2.646785,2.642057,2.655317,2.715535,2.849936,3.03315,12.151,11.781,1.08,-2,1,0.2,"Wheat16H","9/08/2018","17:59:47",10000,35.5,"GPGGA",235914,46.0453051,"N",-109.196724766667,"W",32392,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.288798,3.225298,3.164355,3.104319,3.053519,3.019399,2.983784,2.937473,2.896633,2.865956,2.850625,2.851969,2.862622,2.861316,2.838767,2.811634,2.806597,2.845831,2.930985,3.029335,3.084808,3.087059,3.061345,3.022335,2.972849,2.921702,2.873978,2.828669,2.783894,2.741976,2.708193,2.681645,2.666339,2.660246,2.675208,2.737428,2.874245,3.059952,12.71,10.315,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:00:17",10000,35.2,"GPGGA",235939,46.0453061166667,"N",-109.197074416667,"W",32393,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.482283,3.411463,3.344139,3.278199,3.219864,3.178243,3.136917,3.085928,3.039968,3.007807,2.990573,2.991963,3.003026,3.001757,2.975204,2.940414,2.928476,2.964894,3.054466,3.163708,3.228828,3.23436,3.208521,3.166072,3.114031,3.059541,3.008686,2.959991,2.911516,2.865869,2.826628,2.795936,2.776586,2.768227,2.779964,2.841284,2.981709,3.173403,11.293,9.2417,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:00:51",10000,35,"GPGGA",9,46.0453072333333,"N",-109.19749415,"W",32394,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.482327,3.410077,3.341707,3.274511,3.214191,3.171347,3.129064,3.079048,3.032182,2.99938,2.982262,2.983715,2.996054,2.995727,2.968774,2.934634,2.92297,2.95957,3.052239,3.165906,3.232966,3.238485,3.21277,3.169867,3.117184,3.062376,3.011554,2.962104,2.91329,2.866861,2.828269,2.797099,2.776756,2.769548,2.781417,2.844689,2.986859,3.183347,11.578,9.065,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:01:30",10000,35.1,"GPGGA",43,46.0453081833333,"N",-109.19795965,"W",32395,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.468311,3.40025,3.338117,3.275541,3.217069,3.171169,3.12979,3.081517,3.037855,3.005854,2.989192,2.990757,3.002589,3.00183,2.975509,2.940659,2.927744,2.96126,3.050237,3.16071,3.226559,3.232724,3.207778,3.166503,3.116028,3.062083,3.012354,2.96366,2.915132,2.869688,2.830662,2.799093,2.778813,2.770344,2.781232,2.841775,2.979694,3.168552,12.013,8.4244,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:02:06",10000,34.9,"GPGGA",122,46.0453095666667,"N",-109.1984931,"W",32396,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.433326,3.364671,3.297377,3.232962,3.176632,3.133865,3.091286,3.041868,2.996138,2.962455,2.943327,2.940889,2.947998,2.943799,2.916207,2.88354,2.871632,2.904963,2.987603,3.088268,3.146427,3.149257,3.124455,3.085144,3.035173,2.982751,2.934322,2.887447,2.84071,2.79671,2.759336,2.730259,2.711608,2.703634,2.716789,2.777891,2.913276,3.098408,13.992,9.5171,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:02:55",10000,35.1,"GPGGA",159,46.0453104833333,"N",-109.199001,"W",32397,"FarmerB_PRO_PRO_2018_sec35middle.csv"
"SEC 35 MIDDLE",3.427745,3.357464,3.292682,3.230679,3.173497,3.127497,3.086071,3.038684,2.995552,2.964518,2.948164,2.950527,2.96082,2.959858,2.935546,2.903272,2.890953,2.925349,3.014082,3.123519,3.187838,3.192554,3.167391,3.125698,3.075298,3.022132,2.972352,2.926071,2.879787,2.83487,2.797112,2.767352,2.747429,2.739022,2.750598,2.809704,2.943718,3.129715,12.177,8.2189,1.08,-2,1,0.2,"Wheat16H","9/08/2018","18:03:43",10000,35.5,"GPGGA",247,46.0453124666667,"N",-109.199657766667,"W",32398,"FarmerB_PRO_PRO_2018_sec35middle.csv"
