"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id","orig_file"
"SEC 35 MIDDLE",3.23397,3.164148,3.100218,3.039189,2.982896,2.9347,2.887384,2.839405,2.798007,2.768728,2.753334,2.754426,2.765027,2.764977,2.739287,2.707275,2.696261,2.726902,2.803869,2.899745,2.960472,2.971934,2.954207,2.921603,2.878909,2.833619,2.789398,2.746441,2.703857,2.664855,2.631917,2.606186,2.590662,2.585359,2.598104,2.654761,2.782666,2.958409,11.6184,9.5011,NA,3.182101,12.71,-1,"WheatUS16","9/08/2016","12:22:09",10000,NA,"GPGGA",182126,46.044667,"N",-109.2000016,"W",11269,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.408556,3.328074,3.255356,3.183911,3.119941,3.069024,3.017913,2.964464,2.918283,2.886026,2.86977,2.870239,2.880368,2.879004,2.85394,2.819081,2.805872,2.839462,2.924153,3.02863,3.095607,3.108311,3.090282,3.055315,3.008403,2.957902,2.909972,2.86345,2.816459,2.773352,2.738136,2.711025,2.693954,2.687541,2.701839,2.765443,2.905087,3.094779,13.7712,9.5012,NA,3.288852,14.78,-1,"WheatUS16","9/08/2016","12:22:25",10000,NA,"GPGGA",182141,46.0446664,"N",-109.1996786,"W",11270,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.434784,3.352846,3.277172,3.204949,3.141507,3.090919,3.038151,2.9838,2.936317,2.90391,2.886975,2.887971,2.898635,2.896677,2.869265,2.833904,2.820906,2.855444,2.939263,3.043272,3.109851,3.122656,3.103796,3.06792,3.021018,2.971396,2.923966,2.876325,2.829313,2.785346,2.750309,2.722993,2.705914,2.699864,2.713953,2.776593,2.914954,3.108034,12.284,9.3973,NA,2.979638,13.35,-1,"WheatUS16","9/08/2016","12:22:41",10000,NA,"GPGGA",182156,46.04466588,"N",-109.1993479,"W",11271,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.57189,3.483971,3.405618,3.328477,3.257465,3.199205,3.143615,3.085293,3.033948,2.995998,2.97452,2.970309,2.975781,2.969458,2.939402,2.900998,2.884603,2.914451,2.993798,3.092813,3.156036,3.166959,3.149329,3.114634,3.067652,3.017145,2.968232,2.920738,2.873279,2.829105,2.793429,2.765681,2.747798,2.741192,2.755981,2.819333,2.958374,3.147447,14.0104,9.2933,NA,3.076532,15.01,-1,"WheatUS16","9/08/2016","12:23:00",10000,NA,"GPGGA",182213,46.04466477,"N",-109.1989746,"W",11272,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.635662,3.545775,3.46278,3.382853,3.310807,3.250183,3.190705,3.13021,3.0771,3.036801,3.010527,3.003854,3.006113,2.995432,2.961213,2.921417,2.903501,2.929063,3.000607,3.091746,3.150902,3.161764,3.144674,3.112143,3.06743,3.018306,2.969599,2.921599,2.873913,2.830481,2.794012,2.765692,2.749688,2.744368,2.759809,2.821925,2.960423,3.144472,15.2792,9.1316,NA,3.135509,16.23,-1,"WheatUS16","9/08/2016","12:23:24",10000,NA,"GPGGA",182231,46.04466408,"N",-109.1985772,"W",11273,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",0,0,3.46278,3.382853,3.310807,3.250183,3.190705,3.13021,3.0771,3.036801,3.010527,3.003854,3.006113,2.995432,2.961213,2.921417,2.903501,2.929063,3.000607,3.091746,3.150902,3.161764,3.144674,3.112143,3.06743,3.018306,2.969599,2.921599,2.873913,2.830481,2.794012,2.765692,2.749688,2.744368,2.759809,2.821925,2.960423,3.144472,15.2792,9.1316,NA,3.37811,16.23,-1,"WheatUS16","9/08/2016","12:23:26",10000,NA,"GPGGA",182256,46.04466263,"N",-109.1980243,"W",11274,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.483716,3.403605,3.33102,3.258798,3.192073,3.136544,3.083191,3.028152,2.979592,2.943368,2.922861,2.918878,2.923808,2.917264,2.888784,2.852396,2.835842,2.863791,2.939321,3.034426,3.095291,3.106229,3.089137,3.05659,3.012802,2.963728,2.91753,2.87243,2.826645,2.784156,2.749283,2.722853,2.706912,2.701344,2.715239,2.775972,2.908999,3.091332,15.508,9.2539,NA,0,16.45,-1,"WheatUS16","9/08/2016","12:24:01",10000,NA,"GPGGA",182316,46.0446616,"N",-109.1975837,"W",11275,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.413318,3.334767,3.262851,3.193883,3.132256,3.080637,3.029518,2.976079,2.92956,2.89553,2.877015,2.874933,2.881414,2.876376,2.848809,2.814114,2.799508,2.829542,2.906948,3.002808,3.063354,3.073997,3.056519,3.024003,2.979725,2.932199,2.886962,2.842955,2.797983,2.756658,2.722784,2.696735,2.680724,2.674727,2.688621,2.749457,2.88364,3.066538,14.6136,9.322,NA,0,15.59,-1,"WheatUS16","9/08/2016","12:24:16",10000,NA,"GPGGA",182332,46.04466093,"N",-109.1972321,"W",11276,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.414463,3.333688,3.261207,3.192039,3.128907,3.075476,3.022023,2.968452,2.923229,2.889547,2.869294,2.866431,2.87371,2.869129,2.841217,2.805273,2.790955,2.820483,2.896557,2.99269,3.054905,3.065695,3.047387,3.013048,2.968544,2.921247,2.87487,2.829918,2.78562,2.744905,2.710598,2.684183,2.667686,2.661948,2.674697,2.733398,2.865132,3.046032,12.3464,9.3581,NA,2.761673,13.41,-1,"WheatUS16","9/08/2016","12:24:29",10000,NA,"GPGGA",182346,46.04466015,"N",-109.196925,"W",11277,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.527153,3.441853,3.362962,3.288237,3.221766,3.166961,3.110753,3.052495,3.002689,2.965628,2.943642,2.939985,2.945625,2.938893,2.907829,2.870492,2.85498,2.884908,2.961925,3.058257,3.119222,3.12962,3.110901,3.076741,3.031374,2.982517,2.934211,2.886924,2.840265,2.797383,2.761758,2.733505,2.716563,2.710989,2.725595,2.788083,2.925993,3.114648,13.6256,9.2725,NA,2.003308,14.64,-1,"WheatUS16","9/08/2016","12:25:02",10000,NA,"GPGGA",182400,46.04465942,"N",-109.1966189,"W",11278,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.398058,3.318502,3.245541,3.176157,3.11372,3.063542,3.012867,2.959989,2.913557,2.879788,2.860208,2.85818,2.865051,2.8597,2.831021,2.796255,2.78284,2.811137,2.882655,2.972981,3.031291,3.042402,3.026154,2.994774,2.952037,2.906074,2.860755,2.816468,2.772516,2.732265,2.698627,2.672241,2.656131,2.651025,2.664761,2.724542,2.854699,3.030961,13.1576,9.4118,NA,0,14.19,-1,"WheatUS16","9/08/2016","12:25:23",10000,NA,"GPGGA",182433,46.0446574,"N",-109.1958729,"W",11279,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.496694,3.417122,3.345033,3.274832,3.210538,3.156918,3.105015,3.051681,3.004681,2.970287,2.94975,2.945142,2.949927,2.943563,2.915488,2.879646,2.863344,2.889524,2.961495,3.051747,3.109616,3.119981,3.103764,3.070735,3.026828,2.979555,2.934193,2.889956,2.845582,2.804939,2.770626,2.743928,2.726607,2.720196,2.734201,2.792998,2.920936,3.097254,13.3032,9.1918,NA,0,14.33,-1,"WheatUS16","9/08/2016","12:25:39",10000,NA,"GPGGA",182454,46.04465655,"N",-109.195371,"W",11280,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.476833,3.395629,3.323174,3.254191,3.190712,3.13779,3.086136,3.032423,2.985097,2.950396,2.930614,2.927255,2.932447,2.92595,2.897267,2.861657,2.846416,2.8728,2.946111,3.037709,3.09659,3.107328,3.091236,3.060125,3.016864,2.969388,2.923965,2.879896,2.835071,2.793469,2.758999,2.733241,2.716941,2.710642,2.72405,2.783969,2.91539,3.091771,15.3936,9.1904,NA,0,16.34,-1,"WheatUS16","9/08/2016","12:25:54",10000,NA,"GPGGA",182510,46.04465525,"N",-109.1949845,"W",11281,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.351793,3.275825,3.205902,3.138059,3.077903,3.029482,2.979983,2.92889,2.882998,2.8504,2.831151,2.828959,2.835647,2.83138,2.804374,2.769866,2.755657,2.784002,2.856786,2.947341,3.004891,3.016022,2.999542,2.968065,2.926459,2.88133,2.836727,2.792895,2.749903,2.710598,2.677969,2.652878,2.635621,2.630116,2.644104,2.701591,2.829779,3.005978,12.7,9.4508,NA,0,13.75,-1,"WheatUS16","9/08/2016","12:26:06",10000,NA,"GPGGA",182524,46.04465525,"N",-109.194643,"W",11282,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.396699,3.320223,3.250421,3.184138,3.124414,3.074864,3.023798,2.971548,2.92663,2.893223,2.873015,2.869336,2.874887,2.869484,2.84163,2.807546,2.793382,2.820588,2.891574,2.980102,3.036236,3.046349,3.029342,2.997503,2.955854,2.911088,2.867254,2.82417,2.781585,2.74267,2.709674,2.68434,2.668603,2.664444,2.677327,2.734728,2.860045,3.032546,12.8456,9.5027,NA,0,13.89,-1,"WheatUS16","9/08/2016","12:26:19",10000,NA,"GPGGA",182536,46.0446544,"N",-109.1943548,"W",11283,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.404642,3.336083,3.27558,3.214514,3.155499,3.105887,3.056294,3.004922,2.959668,2.926048,2.907484,2.907398,2.916491,2.912602,2.885881,2.851427,2.837886,2.868,2.944734,3.039915,3.100692,3.111505,3.094959,3.06653,3.023859,2.976297,2.929992,2.885364,2.840383,2.797924,2.76279,2.735647,2.719751,2.714229,2.728002,2.78935,2.921947,3.100579,17.7856,9.5155,NA,0,18.64,-1,"WheatUS16","9/08/2016","12:26:34",10000,NA,"GPGGA",182549,46.04466138,"N",-109.1940439,"W",11284,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.433219,3.356595,3.28488,3.215941,3.153689,3.101866,3.048309,2.993527,2.945731,2.908972,2.885842,2.878947,2.881262,2.871926,2.841408,2.806023,2.790586,2.815157,2.882004,2.965374,3.018572,3.027352,3.011335,2.981565,2.94171,2.898028,2.854434,2.811546,2.768283,2.728929,2.695922,2.671049,2.656658,2.651294,2.664288,2.721991,2.849193,3.019001,15.5288,9.4511,NA,2.987008,16.47,-1,"WheatUS16","9/08/2016","12:26:49",10000,NA,"GPGGA",182604,46.04486175,"N",-109.1939191,"W",11285,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.636806,3.54727,3.465513,3.38757,3.316568,3.254562,3.193131,3.132553,3.080224,3.041202,3.015974,3.009288,3.012345,3.003564,2.970801,2.931654,2.914955,2.944162,3.02119,3.117224,3.177429,3.186484,3.166516,3.130901,3.084225,3.033797,2.98497,2.936289,2.888058,2.843716,2.80747,2.779342,2.762024,2.755912,2.771105,2.834384,2.974683,3.163209,14.2912,9.3181,NA,2.767957,15.28,-1,"WheatUS16","9/08/2016","12:28:05",10000,NA,"GPGGA",182619,46.04496155,"N",-109.1939546,"W",11286,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.634828,3.546985,3.466335,3.388926,3.318738,3.257711,3.198018,3.138193,3.086812,3.048648,3.025191,3.019426,3.023554,3.015761,2.984265,2.945222,2.928467,2.957811,3.036278,3.133803,3.194691,3.20353,3.183715,3.1476,3.100045,3.049136,2.999947,2.951512,2.902813,2.857959,2.821601,2.79321,2.775367,2.76937,2.784722,2.848039,2.988576,3.178516,14.1456,9.2357,NA,2.89853,15.14,-1,"WheatUS16","9/08/2016","12:28:33",10000,NA,"GPGGA",182734,46.04476522,"N",-109.1948869,"W",11287,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.353369,3.277008,3.207019,3.138746,3.080386,3.03611,2.987212,2.933118,2.88642,2.853247,2.834624,2.832482,2.837785,2.831405,2.804351,2.771362,2.757914,2.786788,2.860047,2.949879,3.004588,3.01257,2.99494,2.963871,2.92159,2.876084,2.832352,2.789899,2.746707,2.706465,2.673695,2.648884,2.633368,2.628377,2.642509,2.70237,2.832436,3.005998,15.456,9.4409,NA,3.098357,16.4,-1,"WheatUS16","9/08/2016","12:28:56",10000,NA,"GPGGA",182802,46.04476662,"N",-109.1955546,"W",11288,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.658231,3.567162,3.483238,3.403431,3.333273,3.275064,3.215733,3.154143,3.10092,3.060579,3.035466,3.029211,3.033112,3.023021,2.989956,2.950801,2.9356,2.964415,3.042394,3.13979,3.200206,3.208293,3.187613,3.152564,3.104919,3.053552,3.003425,2.954335,2.905821,2.860905,2.82329,2.794593,2.77791,2.772925,2.787956,2.853376,2.997032,3.190039,15.6328,9.3523,NA,3.198767,16.57,-1,"WheatUS16","9/08/2016","12:29:23",10000,NA,"GPGGA",182825,46.04476778,"N",-109.1961357,"W",11289,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.37711,3.300206,3.228227,3.161507,3.101583,3.049006,2.996059,2.942661,2.896842,2.861425,2.840496,2.836254,2.841273,2.833947,2.805266,2.771193,2.757544,2.785768,2.859211,2.950836,3.008769,3.016976,2.998384,2.965096,2.922575,2.875509,2.830141,2.786048,2.742673,2.702332,2.668556,2.64231,2.626314,2.621253,2.634518,2.693563,2.823313,2.999724,14.3848,9.4143,NA,2.932412,15.37,-1,"WheatUS16","9/08/2016","12:29:40",10000,NA,"GPGGA",182853,46.04476947,"N",-109.1968074,"W",11290,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.573454,3.488729,3.410518,3.335831,3.26643,3.206748,3.148854,3.090897,3.040028,3.00096,2.97695,2.970053,2.972593,2.963548,2.932553,2.894624,2.877371,2.904409,2.978965,3.071821,3.128808,3.136701,3.117619,3.083793,3.038296,2.989123,2.941557,2.895023,2.848485,2.805195,2.770111,2.743206,2.726553,2.720452,2.734639,2.796847,2.931311,3.112534,15.1856,9.3806,NA,3.031321,16.14,-1,"WheatUS16","9/08/2016","12:30:06",10000,NA,"GPGGA",182909,46.04477,"N",-109.1971297,"W",11291,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.777806,3.681705,3.594305,3.510542,3.435163,3.371445,3.307457,3.243032,3.186582,3.142516,3.113211,3.102003,3.100152,3.085659,3.049099,3.008296,2.990593,3.017367,3.090075,3.180164,3.235563,3.241019,3.220155,3.184956,3.138777,3.088117,3.037805,2.988471,2.939344,2.895134,2.857903,2.829216,2.811893,2.805803,2.820669,2.885247,3.026495,3.215713,16.3608,9.2973,NA,3.101831,17.27,-1,"WheatUS16","9/08/2016","12:30:41",10000,NA,"GPGGA",182935,46.04477173,"N",-109.1976942,"W",11292,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.62063,3.530291,3.44764,3.368577,3.297143,3.237312,3.176573,3.114696,3.061105,3.0198,2.993102,2.984334,2.985231,2.973396,2.938842,2.899634,2.88246,2.909253,2.982414,3.07219,3.128695,3.136411,3.117576,3.083544,3.038538,2.989084,2.940359,2.89222,2.84449,2.801451,2.765206,2.737398,2.720624,2.715783,2.730679,2.794031,2.931926,3.117031,15.5288,9.313,NA,3.333798,16.47,-1,"WheatUS16","9/08/2016","12:31:13",10000,NA,"GPGGA",183010,46.04477347,"N",-109.1984543,"W",11293,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.381166,3.30242,3.229879,3.160944,3.098719,3.04868,2.997197,2.944219,2.898506,2.865254,2.846525,2.845148,2.853612,2.849596,2.821991,2.787957,2.774763,2.805923,2.883905,2.978531,3.038558,3.048423,3.030022,2.995952,2.951404,2.9034,2.857223,2.811411,2.766842,2.725781,2.691321,2.664152,2.647583,2.642213,2.656433,2.71608,2.849183,3.031157,13.0536,9.5594,NA,0,14.09,-1,"WheatUS16","9/08/2016","12:31:33",10000,NA,"GPGGA",183042,46.04477482,"N",-109.1991507,"W",11294,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.350097,3.272877,3.202242,3.136233,3.076968,3.025907,2.974355,2.922449,2.877201,2.843683,2.825018,2.823469,2.830251,2.824705,2.797425,2.764556,2.751992,2.781581,2.856799,2.949272,3.006504,3.014407,2.99602,2.963345,2.9207,2.874042,2.8293,2.785513,2.742426,2.701907,2.66831,2.642859,2.628467,2.622366,2.63552,2.694927,2.825363,3.000384,15.0192,9.5988,NA,0,15.98,-1,"WheatUS16","9/08/2016","12:31:50",10000,NA,"GPGGA",183101,46.0447759,"N",-109.1995633,"W",11295,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.394068,3.313964,3.240651,3.170233,3.107324,3.055864,3.003733,2.949394,2.902671,2.867577,2.847512,2.8453,2.852737,2.847154,2.818316,2.783906,2.770898,2.801967,2.8806,2.976437,3.03633,3.04556,3.02631,2.992301,2.948047,2.899827,2.852664,2.807041,2.761841,2.720268,2.686248,2.658974,2.642951,2.638338,2.651935,2.713011,2.848362,3.030113,13.7504,9.5939,NA,0,14.76,-1,"WheatUS16","9/08/2016","12:32:08",10000,NA,"GPGGA",183119,46.04477677,"N",-109.1999542,"W",11296,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.706904,3.616703,3.532187,3.451832,3.379068,3.31532,3.253089,3.191751,3.136915,3.093978,3.064686,3.053521,3.052685,3.039597,3.00479,2.96477,2.946136,2.971437,3.041384,3.130102,3.184725,3.191123,3.17129,3.137244,3.091787,3.04248,2.993485,2.944874,2.896874,2.852934,2.816351,2.787637,2.77057,2.765967,2.78146,2.843599,2.980649,3.164436,16.0488,9.3479,NA,2.876866,16.97,-1,"WheatUS16","9/08/2016","12:32:41",10000,NA,"GPGGA",183136,46.04477797,"N",-109.2003258,"W",11297,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.515817,3.431132,3.352404,3.277418,3.21148,3.152958,3.093485,3.034667,2.983774,2.94494,2.920349,2.913517,2.916465,2.907138,2.874872,2.83772,2.821888,2.849763,2.923652,3.016469,3.073968,3.082608,3.063622,3.030174,2.985731,2.937665,2.890744,2.844414,2.798574,2.756671,2.721274,2.693798,2.67767,2.672547,2.686709,2.748006,2.881971,3.063152,14.8424,9.3202,NA,2.003308,15.81,-1,"WheatUS16","9/08/2016","12:33:02",10000,NA,"GPGGA",183210,46.04477732,"N",-109.2009808,"W",11298,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.367788,3.288318,3.215934,3.146375,3.082186,3.029356,2.976202,2.92213,2.87433,2.839651,2.820437,2.818396,2.82478,2.819275,2.7909,2.75655,2.742445,2.772528,2.850883,2.948158,3.008324,3.016991,2.997637,2.96417,2.918446,2.868939,2.821581,2.775795,2.730157,2.688282,2.653508,2.62685,2.610069,2.602959,2.616184,2.676394,2.809496,2.991617,15.3728,9.3245,NA,0,16.32,-1,"WheatUS16","9/08/2016","12:33:20",10000,NA,"GPGGA",183230,46.04477853,"N",-109.2013591,"W",11299,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.476717,3.395386,3.320029,3.246588,3.180761,3.126651,3.07142,3.014224,2.964748,2.928349,2.906989,2.902606,2.908313,2.902327,2.873442,2.837061,2.822002,2.853113,2.931934,3.029736,3.090566,3.097712,3.077604,3.041487,2.995676,2.945132,2.89779,2.851201,2.804556,2.761868,2.727131,2.699726,2.682048,2.675928,2.689622,2.750772,2.886059,3.068717,14.3016,9.462,NA,0,15.29,-1,"WheatUS16","9/08/2016","12:33:46",10000,NA,"GPGGA",183249,46.04477942,"N",-109.2017233,"W",11300,"FarmerB_PRO_PRO_2016_sec35middle.csv"
"SEC 35 MIDDLE",3.878754,3.780924,3.689983,3.602582,3.520164,3.451562,3.383712,3.314991,3.254388,3.206686,3.175283,3.161118,3.157539,3.141599,3.105377,3.064928,3.048148,3.079571,3.162426,3.260708,3.313471,3.310315,3.283176,3.242403,3.18933,3.133595,3.080814,3.029499,2.97755,2.930266,2.891261,2.86103,2.842881,2.837964,2.855848,2.924754,3.073323,3.268411,18.732,9.802,NA,0,19.55,-1,"WheatUS16","9/08/2016","12:36:43",10000,NA,"GPGGA",183314,46.04478052,"N",-109.2022225,"W",11301,"FarmerB_PRO_PRO_2016_sec35middle.csv"
